#
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
5.0199999809265	-17.454812222989
5.0209999084473	-17.415279626966
5.0219998359680	-17.376153471188
5.0229997634888	-17.337430016625
5.0240001678467	-17.299110341198
5.0250000953674	-17.261188022696
5.0260000228882	-17.223663578723
5.0269999504089	-17.186532688094
5.0279998779297	-17.149794063722
5.0289998054504	-17.113443396116
5.0300002098083	-17.077479487670
5.0310001373291	-17.041901202577
5.0320000648499	-17.006703738345
5.0329999923706	-16.971885510090
5.0339999198914	-16.937442413915
5.0349998474121	-16.903376866567
5.0359997749329	-16.869681855234
5.0370001792908	-16.836356759854
5.0380001068115	-16.803399911960
5.0390000343323	-16.770806884990
5.0399999618530	-16.738577275060
5.0409998893738	-16.706708200272
5.0419998168945	-16.675197755706
5.0430002212524	-16.644043385117
5.0440001487732	-16.613241479508
5.0450000762939	-16.582793549721
5.0460000038147	-16.552692215458
5.0469999313354	-16.522941733241
5.0479998588562	-16.493534465489
5.0489997863770	-16.464470299305
5.0500001907349	-16.435746236203
5.0510001182556	-16.407361341608
5.0520000457764	-16.379314299177
5.0529999732971	-16.351601289223
5.0539999008179	-16.324221081697
5.0549998283386	-16.297172583200
5.0560002326965	-16.270452051954
5.0570001602173	-16.244059302860
5.0580000877380	-16.217990385841
5.0590000152588	-16.192243604534
5.0599999427795	-16.166819638895
5.0609998703003	-16.141715026108
5.0619997978210	-16.116926580025
5.0630002021790	-16.092454945856
5.0640001296997	-16.068295745951
5.0650000572205	-16.044449141721
5.0659999847412	-16.020913015979
5.0669999122620	-15.997684643334
5.0679998397827	-15.974763743276
5.0689997673035	-15.952148907215
5.0700001716614	-15.929836225895
5.0710000991821	-15.907824498271
5.0720000267029	-15.886113238412
5.0729999542236	-15.864700497151
5.0739998817444	-15.843584201450
5.0749998092651	-15.822764167225
5.0760002136230	-15.802236290431
5.0770001411438	-15.782001351907
5.0780000686646	-15.762056284177
5.0789999961853	-15.742399827309
5.0799999237061	-15.723032936675
5.0809998512268	-15.703948262052
5.0819997787476	-15.685151770946
5.0830001831055	-15.666636131329
5.0840001106262	-15.648402776401
5.0850000381470	-15.630450420996
5.0859999656677	-15.612776090454
5.0869998931885	-15.595379211845
5.0879998207092	-15.578257826514
5.0890002250671	-15.561411555342
5.0900001525879	-15.544838465997
5.0910000801086	-15.528537436093
5.0920000076294	-15.512508320565
5.0929999351501	-15.496747489721
5.0939998626709	-15.481253659637
5.0949997901917	-15.466029490823
5.0960001945496	-15.451068855443
5.0970001220703	-15.436373456620
5.0980000495911	-15.421940493217
5.0989999771118	-15.407771216906
5.0999999046326	-15.393861041955
5.1009998321533	-15.380211510831
5.1020002365112	-15.366820791785
5.1030001640320	-15.353686654687
5.1040000915527	-15.340808015882
5.1050000190735	-15.328186669083
5.1059999465942	-15.315816988103
5.1069998741150	-15.303701828988
5.1079998016357	-15.291838070925
5.1090002059937	-15.280225499337
5.1100001335144	-15.268863503716
5.1110000610352	-15.257748440601
5.1119999885559	-15.246882459883
5.1129999160767	-15.236262479616
5.1139998435974	-15.225889886276
5.1149997711182	-15.215758461231
5.1160001754761	-15.205874335088
5.1170001029968	-15.196231079589
5.1180000305176	-15.186831315194
5.1189999580383	-15.177670560647
5.1199998855591	-15.168751173881
5.1209998130798	-15.160069815389
5.1220002174377	-15.151628708053
5.1230001449585	-15.143422797004
5.1240000724792	-15.135454966002
5.1250000000000	-15.127721502486
5.1259999275208	-15.120223689206
5.1269998550415	-15.112958756549
5.1279997825623	-15.105927445046
5.1290001869202	-15.099127888642
5.1300001144409	-15.092559074307
5.1310000419617	-15.086222667787
5.1319999694824	-15.080114503594
5.1329998970032	-15.074236296030
5.1339998245239	-15.068586759067
5.1350002288818	-15.063164353583
5.1360001564026	-15.057968639862
5.1370000839233	-15.052997467859
5.1380000114441	-15.048251796530
5.1389999389648	-15.043731547788
5.1399998664856	-15.039435648490
5.1409997940063	-15.035360919354
5.1420001983643	-15.031508868524
5.1430001258850	-15.027879600032
5.1440000534058	-15.024472086972
5.1449999809265	-15.021282020496
5.1459999084473	-15.018312730892
5.1469998359680	-15.015564609396
5.1479997634888	-15.013031618486
5.1490001678467	-15.010718339534
5.1500000953674	-15.008620498711
5.1510000228882	-15.006739307777
5.1519999504089	-15.005075613322
5.1529998779297	-15.003624329450
5.1539998054504	-15.002388641812
5.1550002098083	-15.001367610998
5.1560001373291	-15.000559344810
5.1570000648499	-14.999963689269
5.1579999923706	-14.999579133133
5.1589999198914	-14.999407164779
5.1599998474121	-14.999446132708
5.1609997749329	-14.999695071377
5.1620001792908	-15.000153956979
5.1630001068115	-15.000822887910
5.1640000343323	-15.001699588485
5.1649999618530	-15.002784824542
5.1659998893738	-15.004076053455
5.1669998168945	-15.005574874735
5.1680002212524	-15.007283371915
5.1690001487732	-15.009194221268
5.1700000762939	-15.011312609485
5.1710000038147	-15.013634037584
5.1719999313354	-15.016162027821
5.1729998588562	-15.018893140819
5.1739997863770	-15.021827713544
5.1750001907349	-15.024965178891
5.1760001182556	-15.028304757399
5.1770000457764	-15.031847021049
5.1779999732971	-15.035589035893
5.1789999008179	-15.039533970844
5.1799998283386	-15.043677985072
5.1810002326965	-15.048024540630
5.1820001602173	-15.052568589565
5.1830000877380	-15.057312459758
5.1840000152588	-15.062253359441
5.1849999427795	-15.067394899828
5.1859998703003	-15.072731666212
5.1869997978210	-15.078268626888
5.1880002021790	-15.083999121075
5.1890001296997	-15.089927997306
5.1900000572205	-15.096052316550
5.1909999847412	-15.102372888951
5.1919999122620	-15.108886785698
5.1929998397827	-15.115596925589
5.1939997673035	-15.122498777514
5.1950001716614	-15.129595891986
5.1960000991821	-15.136886329742
5.1970000267029	-15.144369304570
5.1979999542236	-15.152045302065
5.1989998817444	-15.159911223093
5.1999998092651	-15.167970884268
5.2010002136230	-15.176221081055
5.2020001411438	-15.184660694619
5.2030000686646	-15.193291157686
5.2039999961853	-15.202109401059
5.2049999237061	-15.211119380800
5.2059998512268	-15.220316852778
5.2069997787476	-15.229703195311
5.2080001831055	-15.239277397369
5.2090001106262	-15.249039165210
5.2100000381470	-15.258987168104
5.2109999656677	-15.269123017572
5.2119998931885	-15.279444471338
5.2129998207092	-15.289949737923
5.2140002250671	-15.300643086589
5.2150001525879	-15.311519243601
5.2160000801086	-15.322581196246
5.2170000076294	-15.333825804870
5.2179999351501	-15.345253428642
5.2189998626709	-15.356865500643
5.2199997901917	-15.368658671024
5.2210001945496	-15.380633326245
5.2220001220703	-15.392790940594
5.2230000495911	-15.405127912942
5.2239999771118	-15.417646559589
5.2249999046326	-15.430344620383
5.2259998321533	-15.443222876338
5.2270002365112	-15.456277908751
5.2280001640320	-15.469514635221
5.2290000915527	-15.482927312742
5.2300000190735	-15.496517140526
5.2309999465942	-15.510284203914
5.2319998741150	-15.524226807045
5.2329998016357	-15.538346276807
5.2340002059937	-15.552641977272
5.2350001335144	-15.567109995476
5.2360000610352	-15.581754259016
5.2369999885559	-15.596570239859
5.2379999160767	-15.611560594492
5.2389998435974	-15.626721316823
5.2399997711182	-15.642055359302
5.2410001754761	-15.657561603881
5.2420001029968	-15.673237182228
5.2430000305176	-15.689082113479
5.2439999580383	-15.705095470630
5.2449998855591	-15.721279394693
5.2459998130798	-15.737630070266
5.2470002174377	-15.754148428039
5.2480001449585	-15.770831766923
5.2490000724792	-15.787682087361
5.2500000000000	-15.804697637831
5.2509999275208	-15.821876802336
5.2519998550415	-15.839221559239
5.2529997825623	-15.856727730066
5.2540001869202	-15.874396389499
5.2550001144409	-15.892225104046
5.2560000419617	-15.910215911126
5.2569999694824	-15.928365667396
5.2579998970032	-15.946674222697
5.2589998245239	-15.965140035050
5.2600002288818	-15.983762881728
5.2610001564026	-16.002543050648
5.2620000839233	-16.021477969683
5.2630000114441	-16.040567085185
5.2639999389648	-16.059810607344
5.2649998664856	-16.079204656179
5.2659997940063	-16.098750914426
5.2670001983643	-16.118448129376
5.2680001258850	-16.138295932465
5.2690000534058	-16.158288759680
5.2699999809265	-16.178432164032
5.2709999084473	-16.198719543033
5.2719998359680	-16.219151585270
5.2729997634888	-16.239729347092
5.2740001678467	-16.260449451276
5.2750000953674	-16.281310399558
5.2760000228882	-16.302311410017
5.2769999504089	-16.323452234203
5.2779998779297	-16.344731538428
5.2789998054504	-16.366145711116
5.2800002098083	-16.387695805189
5.2810001373291	-16.409378233585
5.2820000648499	-16.431193978938
5.2829999923706	-16.453141147509
5.2839999198914	-16.475216399792
5.2849998474121	-16.497421840369
5.2859997749329	-16.519750117588
5.2870001792908	-16.542205996821
5.2880001068115	-16.564785913553
5.2890000343323	-16.587485460198
5.2899999618530	-16.610305491666
5.2909998893738	-16.633243596090
5.2919998168945	-16.656298045507
5.2930002212524	-16.679466796582
5.2940001487732	-16.702748891252
5.2950000762939	-16.726143854831
5.2960000038147	-16.749645145319
5.2969999313354	-16.773254364948
5.2979998588562	-16.796970845613
5.2989997863770	-16.820787674961
5.3000001907349	-16.844707821330
5.3010001182556	-16.868726027051
5.3020000457764	-16.892840297707
5.3029999732971	-16.917050567725
5.3039999008179	-16.941352791170
5.3049998283386	-16.965744838887
5.3060002326965	-16.990224399013
5.3070001602173	-17.014789653003
5.3080000877380	-17.039437194082
5.3090000152588	-17.064166655861
5.3099999427795	-17.088973007000
5.3109998703003	-17.113854374668
5.3119997978210	-17.138808100989
5.3130002021790	-17.163832083952
5.3140001296997	-17.188923813185
5.3150000572205	-17.214077525323
5.3159999847412	-17.239295548544
5.3169999122620	-17.264569885725
5.3179998397827	-17.289901619915
5.3189997673035	-17.315283241265
5.3200001716614	-17.340714928140
5.3210000991821	-17.366193403638
5.3220000267029	-17.391715018894
5.3229999542236	-17.417275230665
5.3239998817444	-17.442873752845
5.3249998092651	-17.468503613009
5.3260002136230	-17.494161962158
5.3270001411438	-17.519846202303
5.3280000686646	-17.545553829130
5.3289999961853	-17.571279700024
5.3299999237061	-17.597019112483
5.3309998512268	-17.622769948986
5.3319997787476	-17.648528679537
5.3330001831055	-17.674289830942
5.3340001106262	-17.700050189097
5.3350000381470	-17.725804405695
5.3359999656677	-17.751551543685
5.3369998931885	-17.777283991797
5.3379998207092	-17.802998913761
5.3390002250671	-17.828692093576
5.3400001525879	-17.854358807549
5.3410000801086	-17.879994996594
5.3420000076294	-17.905593623773
5.3429999351501	-17.931154805528
5.3439998626709	-17.956670335892
5.3449997901917	-17.982135699411
5.3460001945496	-18.007546538375
5.3470001220703	-18.032898669599
5.3480000495911	-18.058185547409
5.3489999771118	-18.083405078751
5.3499999046326	-18.108547893834
5.3509998321533	-18.133611977542
5.3520002365112	-18.158592161908
5.3530001640320	-18.183481555913
5.3540000915527	-18.208275439536
5.3550000190735	-18.232967031157
5.3559999465942	-18.257554812715
5.3569998741150	-18.282028545007
5.3579998016357	-18.306385577246
5.3590002059937	-18.330618964677
5.3600001335144	-18.354724472016
5.3610000610352	-18.378692932555
5.3619999885559	-18.402523506346
5.3629999160767	-18.426206085983
5.3639998435974	-18.449737412258
5.3649997711182	-18.473109459453
5.3660001754761	-18.496318084844
5.3670001029968	-18.519355573468
5.3680000305176	-18.542218873058
5.3689999580383	-18.564896018341
5.3699998855591	-18.587387515308
5.3709998130798	-18.609683198302
5.3720002174377	-18.631777939055
5.3730001449585	-18.653664267042
5.3740000724792	-18.675338134133
5.3750000000000	-18.696790722282
5.3759999275208	-18.718018705655
5.3769998550415	-18.739013213777
5.3779997825623	-18.759768852138
5.3790001869202	-18.780279449347
5.3800001144409	-18.800538351618
5.3810000419617	-18.820537717547
5.3819999694824	-18.840275634261
5.3829998970032	-18.859740704585
5.3839998245239	-18.878930121873
5.3850002288818	-18.897837666707
5.3860001564026	-18.916454065713
5.3870000839233	-18.934774603106
5.3880000114441	-18.952794763262
5.3889999389648	-18.970506432365
5.3899998664856	-18.987902899495
5.3909997940063	-19.004979991959
5.3920001983643	-19.021730721013
5.3930001258850	-19.038150899769
5.3940000534058	-19.054231061035
5.3949999809265	-19.069967755400
5.3959999084473	-19.085355315252
5.3969998359680	-19.100387369036
5.3979997634888	-19.115057511150
5.3990001678467	-19.129363391845
5.4000000953674	-19.143295689259
5.4010000228882	-19.156850407769
5.4019999504089	-19.170024435180
5.4029998779297	-19.182811097039
5.4039998054504	-19.195203236786
5.4050002098083	-19.207199429958
5.4060001373291	-19.218794435455
5.4070000648499	-19.229979621275
5.4079999923706	-19.240756280970
5.4089999198914	-19.251117191862
5.4099998474121	-19.261057000397
5.4109997749329	-19.270573329943
5.4120001792908	-19.279663020925
5.4130001068115	-19.288320211883
5.4140000343323	-19.296542794514
5.4149999618530	-19.304325302272
5.4159998893738	-19.311667931778
5.4169998168945	-19.318563648587
5.4180002212524	-19.325012165534
5.4190001487732	-19.331009941180
5.4200000762939	-19.336555646080
5.4210000038147	-19.341645004515
5.4219999313354	-19.346276956758
5.4229998588562	-19.350448278083
5.4239997863770	-19.354158619607
5.4250001907349	-19.357406733616
5.4260001182556	-19.360189155677
5.4270000457764	-19.362504954882
5.4279999732971	-19.364355681283
5.4289999008179	-19.365737696240
5.4299998283386	-19.366650092550
5.4310002326965	-19.367094691293
5.4320001602173	-19.367070321867
5.4330000877380	-19.366577277255
5.4340000152588	-19.365614883785
5.4349999427795	-19.364184279801
5.4359998703003	-19.362285086429
5.4369997978210	-19.359918332631
5.4380002021790	-19.357086658798
5.4390001296997	-19.353788489414
5.4400000572205	-19.350028173533
5.4409999847412	-19.345804935888
5.4419999122620	-19.341120997919
5.4429998397827	-19.335978811988
5.4439997673035	-19.330380156259
5.4450001716614	-19.324328207745
5.4460000991821	-19.317823679587
5.4470000267029	-19.310870329945
5.4479999542236	-19.303470665250
5.4489998817444	-19.295628386128
5.4499998092651	-19.287346858552
5.4510002136230	-19.278627249407
5.4520001411438	-19.269476424069
5.4530000686646	-19.259895120826
5.4539999961853	-19.249888478530
5.4549999237061	-19.239459304661
5.4559998512268	-19.228612673196
5.4569997787476	-19.217354259631
5.4580001831055	-19.205685173805
5.4590001106262	-19.193612036698
5.4600000381470	-19.181138701683
5.4609999656677	-19.168269860822
5.4619998931885	-19.155010948732
5.4629998207092	-19.141366595143
5.4640002250671	-19.127342275703
5.4650001525879	-19.112943025514
5.4660000801086	-19.098172521175
5.4670000076294	-19.083037728571
5.4679999351501	-19.067544135575
5.4689998626709	-19.051695908772
5.4699997901917	-19.035501047216
5.4710001945496	-19.018961078657
5.4720001220703	-19.002086505041
5.4730000495911	-18.984880076405
5.4739999771118	-18.967346871933
5.4749999046326	-18.949495785225
5.4759998321533	-18.931328871526
5.4770002365112	-18.912855996892
5.4780001640320	-18.894079876483
5.4790000915527	-18.875008074637
5.4800000190735	-18.855647012275
5.4809999465942	-18.836001643163
5.4819998741150	-18.816079697559
5.4829998016357	-18.795883567907
5.4840002059937	-18.775422711419
5.4850001335144	-18.754702525057
5.4860000610352	-18.733726775691
5.4869999885559	-18.712504970043
5.4879999160767	-18.691040650313
5.4889998435974	-18.669341814090
5.4899997711182	-18.647411701069
5.4910001754761	-18.625258511355
5.4920001029968	-18.602887664074
5.4930000305176	-18.580304292426
5.4939999580383	-18.557513962723
5.4949998855591	-18.534525551121
5.4959998130798	-18.511340588736
5.4970002174377	-18.487968469706
5.4980001449585	-18.464413240068
5.4990000724792	-18.440680250235
5.5000000000000	-18.416775847369
5.5009999275208	-18.392706511229
5.5019998550415	-18.368476421782
5.5029997825623	-18.344089861002
5.5040001869202	-18.319555921415
5.5050001144409	-18.294875912174
5.5060000419617	-18.270057423055
5.5069999694824	-18.245107168573
5.5079998970032	-18.220026398126
5.5089998245239	-18.194824494559
5.5100002288818	-18.169501785671
5.5110001564026	-18.144067325709
5.5120000839233	-18.118524868442
5.5130000114441	-18.092879952345
5.5139999389648	-18.067135162460
5.5149998664856	-18.041297331284
5.5159997940063	-18.015369500981
5.5170001983643	-17.989359271318
5.5180001258850	-17.963267572596
5.5190000534058	-17.937100810663
5.5199999809265	-17.910862593391
5.5209999084473	-17.884557653201
5.5219998359680	-17.858190658428
5.5229997634888	-17.831765212912
5.5240001678467	-17.805285932676
5.5250000953674	-17.778756094519
5.5260000228882	-17.752180010015
5.5269999504089	-17.725561956626
5.5279998779297	-17.698905407769
5.5289998054504	-17.672213934421
5.5300002098083	-17.645491767994
5.5310001373291	-17.618741493968
5.5320000648499	-17.591968329828
5.5329999923706	-17.565175556927
5.5339999198914	-17.538363747576
5.5349998474121	-17.511540719489
5.5359997749329	-17.484705630763
5.5370001792908	-17.457864282936
5.5380001068115	-17.431018339087
5.5390000343323	-17.404170932464
5.5399999618530	-17.377326929197
5.5409998893738	-17.350486943560
5.5419998168945	-17.323655845829
5.5430002212524	-17.296833589081
5.5440001487732	-17.270026890265
5.5450000762939	-17.243234931962
5.5460000038147	-17.216462540319
5.5469999313354	-17.189710254299
5.5479998588562	-17.162982741148
5.5489997863770	-17.136281755591
5.5500001907349	-17.109607964818
5.5510001182556	-17.082965548587
5.5520000457764	-17.056356386270
5.5529999732971	-17.029783412696
5.5539999008179	-17.003245685252
5.5549998283386	-16.976749774058
5.5560002326965	-16.950294469889
5.5570001602173	-16.923882764547
5.5580000877380	-16.897516717633
5.5590000152588	-16.871197884729
5.5599999427795	-16.844928245769
5.5609998703003	-16.818709496730
5.5619997978210	-16.792543886895
5.5630002021790	-16.766431656337
5.5640001296997	-16.740376165629
5.5650000572205	-16.714377860173
5.5659999847412	-16.688438912953
