#
#"chamferWidth"	"1(1) [Real Part / GHz]"
#---------------------------------------
24.000000000000	3.4383093579796
26.000000000000	3.4167426153311
28.000000000000	3.3928089711204
30.000000000000	3.3660574685658
32.000000000000	3.3365848371321
#
#"chamferWidth"	"1(2) [Real Part / GHz]"
#---------------------------------------
24.000000000000	3.7599997282011
26.000000000000	3.8315183854803
28.000000000000	3.9203908964960
30.000000000000	4.0291336085226
32.000000000000	4.1631223047719
