#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (1) [Real Part]"
#-----------------------------------------------------------
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=41; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (25) [Real Part]"
#------------------------------------------------------------
4.6000000000000	8.3871421325107
4.6700000000000	4.4962812217996
4.7400000000000	7.0170820541977
4.8100000000000	7.7309145198383
4.8800000000000	6.5016262978643
4.9500000000000	7.6713632074189
5.0200000000000	8.4705481321950
5.0900000000000	7.8340344566264
5.1600000000000	5.9974064511285
5.2300000000000	6.9671549415922
5.3000000000000	7.9166141967245
5.3700000000000	7.7794079036170
5.4400000000000	7.1727742024957
5.5100000000000	6.8064551782340
5.5800000000000	6.3738602343972
5.6500000000000	7.1093508358065
5.7200000000000	7.5338018058824
5.7900000000000	7.4389351709201
5.8600000000000	7.4650862018481
5.9300000000000	7.0225138001446
6.0000000000000	6.4113273303987
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=43; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (26) [Real Part]"
#------------------------------------------------------------
4.6000000000000	8.4454097504636
4.6700000000000	4.2763865278188
4.7400000000000	6.8503611317310
4.8100000000000	7.6476723597489
4.8800000000000	6.6537847586770
4.9500000000000	7.4896844409258
5.0200000000000	8.4568944651663
5.0900000000000	7.9000323983290
5.1600000000000	5.9624768063611
5.2300000000000	6.8786510072482
5.3000000000000	7.9078060213071
5.3700000000000	7.8119736153406
5.4400000000000	7.2083276232831
5.5100000000000	6.8157017081039
5.5800000000000	6.3810806623428
5.6500000000000	7.1210643887743
5.7200000000000	7.5497720342438
5.7900000000000	7.4357451430610
5.8600000000000	7.4734393176245
5.9300000000000	7.0039644696001
6.0000000000000	6.4618012431165
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=47; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (27) [Real Part]"
#------------------------------------------------------------
4.6000000000000	8.4473658846635
4.6700000000000	4.2105362814352
4.7400000000000	6.7131297613503
4.8100000000000	7.5755372487930
4.8800000000000	6.5956953893247
4.9500000000000	7.4160364925283
5.0200000000000	8.4279815142755
5.0900000000000	7.8667636919388
5.1600000000000	5.9057436398964
5.2300000000000	6.8195874262660
5.3000000000000	7.8941813969097
5.3700000000000	7.8137581842824
5.4400000000000	7.2219054701263
5.5100000000000	6.8329589634568
5.5800000000000	6.3868863240664
5.6500000000000	7.1138924572393
5.7200000000000	7.5586019519832
5.7900000000000	7.4325008275368
5.8600000000000	7.5156126764548
5.9300000000000	7.0580032337877
6.0000000000000	6.5124313612689
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=49; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (28) [Real Part]"
#------------------------------------------------------------
4.6000000000000	8.3414927072848
4.6700000000000	4.0954739364492
4.7400000000000	6.8194093603538
4.8100000000000	7.6258241719926
4.8800000000000	6.3949009078764
4.9500000000000	7.5276899149968
5.0200000000000	8.4080918113110
5.0900000000000	7.7882577063830
5.1600000000000	5.8986875164071
5.2300000000000	6.8408089040575
5.3000000000000	7.8811079566281
5.3700000000000	7.7771277869106
5.4400000000000	7.1993181385849
5.5100000000000	6.8628532768579
5.5800000000000	6.4014533435703
5.6500000000000	7.0919760894709
5.7200000000000	7.5485173086046
5.7900000000000	7.4480520073625
5.8600000000000	7.5560337298093
5.9300000000000	7.1721035953190
6.0000000000000	6.4885114703643
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=51; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (29) [Real Part]"
#------------------------------------------------------------
4.6000000000000	8.2246696874697
4.6700000000000	4.0434072739447
4.7400000000000	7.0541418431851
4.8100000000000	7.7271238663578
4.8800000000000	5.9349158819065
4.9500000000000	7.6534065956685
5.0200000000000	8.3846188068188
5.0900000000000	7.6430215706278
5.1600000000000	5.9021102616814
5.2300000000000	6.8832401022126
5.3000000000000	7.8464463854737
5.3700000000000	7.6926057333679
5.4400000000000	7.1633948838504
5.5100000000000	6.9001248278278
5.5800000000000	6.4021417179097
5.6500000000000	7.0508291626240
5.7200000000000	7.4992870072165
5.7900000000000	7.4677030972970
5.8600000000000	7.6114586270449
5.9300000000000	7.2945679433116
6.0000000000000	6.4434418972086
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=53; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (30) [Real Part]"
#------------------------------------------------------------
4.6000000000000	8.0127052217016
4.6700000000000	4.1530918880553
4.7400000000000	7.2930301284899
4.8100000000000	7.8400085014566
4.8800000000000	5.1262037782083
4.9500000000000	7.7703462441989
5.0200000000000	8.3442356841022
5.0900000000000	7.4231274732865
5.1600000000000	5.9481943164618
5.2300000000000	6.9325516856929
5.3000000000000	7.8003779718448
5.3700000000000	7.5878934561471
5.4400000000000	7.1276247307434
5.5100000000000	6.9308012943048
5.5800000000000	6.3798684245914
5.6500000000000	7.0026531211220
5.7200000000000	7.4431484598080
5.7900000000000	7.5108398385004
5.8600000000000	7.6847118275643
5.9300000000000	7.4021088869903
6.0000000000000	6.3933277134793
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=55; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (31) [Real Part]"
#------------------------------------------------------------
4.6000000000000	7.7361333943777
4.6700000000000	4.3623469616657
4.7400000000000	7.6131088489034
4.8100000000000	7.9362821811517
4.8800000000000	4.3978782969889
4.9500000000000	7.8872647430650
5.0200000000000	8.2501475432322
5.0900000000000	7.1702453778143
5.1600000000000	6.0510374603968
5.2300000000000	6.9809408823508
5.3000000000000	7.7300411620379
5.3700000000000	7.4613846736446
5.4400000000000	7.1088360381475
5.5100000000000	6.9660731138944
5.5800000000000	6.3500035474740
5.6500000000000	6.9326766608879
5.7200000000000	7.3832498721493
5.7900000000000	7.5509171550048
5.8600000000000	7.7892092890014
5.9300000000000	7.4609273005635
6.0000000000000	6.2231326356533
