#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight AR (Port 2) (1) [Real Part]"
#---------------------------------------------------------
4.6000000000000	3.7776330521341
4.6700000000000	39.871664155748
4.7400000000000	16.086471981089
4.8100000000000	9.1963406862254
4.8800000000000	4.5054185617153
4.9500000000000	3.7581862039309
5.0200000000000	2.0628669913150
5.0900000000000	1.7344121603105
5.1600000000000	3.8867029602686
5.2300000000000	1.1869541629444
5.3000000000000	0.72127962550285
5.3700000000000	2.2327873496896
5.4400000000000	3.4090257956121
5.5100000000000	2.7647543835042
5.5800000000000	0.15996489487369
5.6500000000000	3.2205588912251
5.7200000000000	4.4796942987103
5.7900000000000	4.8601412409384
5.8600000000000	4.4322171327697
5.9300000000000	2.8130387605824
6.0000000000000	0.38650619843916
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=35; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight AR (Port 2) (22) [Real Part]"
#----------------------------------------------------------
4.6000000000000	8.8407027490825
4.6700000000000	37.090941395517
4.7400000000000	9.5161676113212
4.8100000000000	4.7498475925642
4.8800000000000	3.0908611508067
4.9500000000000	1.3600428919074
5.0200000000000	1.6050334366351
5.0900000000000	4.0099334400162
5.1600000000000	3.3769932773441
5.2300000000000	0.98807752038257
5.3000000000000	2.9633394530614
5.3700000000000	4.4259600336778
5.4400000000000	4.4884940222231
5.5100000000000	2.5741333147811
5.5800000000000	2.1792369364210
5.6500000000000	5.3546832284265
5.7200000000000	6.2130682013528
5.7900000000000	5.7730837224126
5.8600000000000	4.3611031266233
5.9300000000000	2.3978245553133
6.0000000000000	2.5363996480696
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=37; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight AR (Port 2) (23) [Real Part]"
#----------------------------------------------------------
4.6000000000000	7.0369641953469
4.6700000000000	32.371333113406
4.7400000000000	11.495643011994
4.8100000000000	6.2033779215348
4.8800000000000	1.2874507177024
4.9500000000000	2.1145901253023
5.0200000000000	1.2723968763699
5.0900000000000	3.2147836049831
5.1600000000000	3.8278697512321
5.2300000000000	0.29539020387264
5.3000000000000	2.2640931068663
5.3700000000000	3.8046515232800
5.4400000000000	4.3278964641227
5.5100000000000	2.7422077386453
5.5800000000000	1.5075608345428
5.6500000000000	4.6929522436744
5.7200000000000	5.7487433746219
5.7900000000000	5.6744822878217
5.8600000000000	4.4817345107047
5.9300000000000	2.5646182312149
6.0000000000000	1.6852219672063
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=39; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight AR (Port 2) (24) [Real Part]"
#----------------------------------------------------------
4.6000000000000	5.6892230263447
4.6700000000000	31.094732449212
4.7400000000000	13.098128043284
4.8100000000000	7.4465727394911
4.8800000000000	1.9632796195990
4.9500000000000	2.7506099554960
5.0200000000000	1.4643526073157
5.0900000000000	2.5631402327803
5.1600000000000	4.0424735468047
5.2300000000000	0.30872092786571
5.3000000000000	1.6968371312315
5.3700000000000	3.2580164260408
5.4400000000000	4.1264822921233
5.5100000000000	2.8734450598149
5.5800000000000	0.99724160436032
5.6500000000000	4.1362967538583
5.7200000000000	5.3579684421860
5.7900000000000	5.4885090561522
5.8600000000000	4.5920892201308
5.9300000000000	2.7345004344850
6.0000000000000	1.1163983122179
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=41; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight AR (Port 2) (25) [Real Part]"
#----------------------------------------------------------
4.6000000000000	4.9484915411428
4.6700000000000	33.182309687076
4.7400000000000	14.923078677299
4.8100000000000	8.4627783307145
4.8800000000000	3.2540888086496
4.9500000000000	3.3226720535381
5.0200000000000	1.7794813350439
5.0900000000000	2.1853388145771
5.1600000000000	4.0527714518091
5.2300000000000	0.68614376641274
5.3000000000000	1.2805709589710
5.3700000000000	2.8150039411143
5.4400000000000	3.8542621244173
5.5100000000000	2.8971915473414
5.5800000000000	0.61376273153711
5.6500000000000	3.7341930493760
5.7200000000000	5.0150389913844
5.7900000000000	5.2864303089216
5.8600000000000	4.6133431224985
5.9300000000000	2.8646694891907
6.0000000000000	0.72142329671485
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=43; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight AR (Port 2) (26) [Real Part]"
