#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=23; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=126; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Theta / deg"	"Phi=90.0 Abs (Port2, 5.7 GHz) []"
#------------------------------------------------
-180.00000000000	-7.1696503539420
-175.00000000000	-6.9751275542128
-170.00000000000	-9.7260261814191
-165.00000000000	-16.315882121913
-160.00000000000	-19.601124354575
-155.00000000000	-24.253264256112
-150.00000000000	-17.118440384833
-145.00000000000	-12.705869713202
-140.00000000000	-17.351267116341
-135.00000000000	-13.639744676711
-130.00000000000	-16.608012244580
-125.00000000000	-17.126626340030
-120.00000000000	-16.396982231138
-115.00000000000	-14.685492846172
-110.00000000000	-13.461338007075
-105.00000000000	-13.815590801179
-100.00000000000	-13.494045455556
-95.000000000000	-14.352344011530
-90.000000000000	-13.682312556667
-85.000000000000	-12.927138086387
-80.000000000000	-11.771975999264
-75.000000000000	-11.076302499026
-70.000000000000	-10.324149822516
-65.000000000000	-10.018239421026
-60.000000000000	-8.6311966025838
-55.000000000000	-6.6700473867355
-50.000000000000	-3.7491199913929
-45.000000000000	-0.58133966793590
-40.000000000000	2.1420979964156
-35.000000000000	4.5151363059141
-30.000000000000	6.5337257201127
-25.000000000000	8.1531027792948
-20.000000000000	9.4918848734381
-15.000000000000	10.645728360418
-10.000000000000	11.562860960503
-5.0000000000000	12.081262813742
0.0000000000000	12.009103281923
5.0000000000000	11.157201944960
10.000000000000	9.3097506489439
15.000000000000	6.1538913411020
20.000000000000	1.2664855527694
25.000000000000	-4.4191688053005
30.000000000000	-4.1508627261273
35.000000000000	-1.7017670599021
40.000000000000	-1.2447417193888
45.000000000000	-2.5086472101374
50.000000000000	-4.0562636327354
55.000000000000	-7.3148444360083
60.000000000000	-10.879005742977
65.000000000000	-15.690007682740
70.000000000000	-24.563656625096
75.000000000000	-24.310527829737
80.000000000000	-23.142819769324
85.000000000000	-20.733308762005
90.000000000000	-21.059629162247
95.000000000000	-20.200437202295
100.00000000000	-21.539641524930
105.00000000000	-19.580650306304
110.00000000000	-21.164703725176
115.00000000000	-20.725372997638
120.00000000000	-23.193324913271
125.00000000000	-27.107611846803
130.00000000000	-22.101905634463
135.00000000000	-20.648279960422
140.00000000000	-16.379240599121
145.00000000000	-13.230225967085
150.00000000000	-18.832999356134
155.00000000000	-15.670894017621
160.00000000000	-10.925486378248
165.00000000000	-12.514792167127
170.00000000000	-15.989122484493
175.00000000000	-10.388655631180
180.00000000000	-7.1696503539420
