#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=23; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=126; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Theta / deg"	"Phi=90.0 Abs (Port1, 4.8 GHz) []"
#------------------------------------------------
-180.00000000000	-4.4946278347593
-175.00000000000	-5.1203271326819
-170.00000000000	-7.7242879810797
-165.00000000000	-12.985382100561
-160.00000000000	-14.446123238397
-155.00000000000	-12.447261536789
-150.00000000000	-16.904711898130
-145.00000000000	-20.820587332223
-140.00000000000	-12.725570866268
-135.00000000000	-15.361331476523
-130.00000000000	-18.233570350058
-125.00000000000	-13.670887109045
-120.00000000000	-20.039231115703
-115.00000000000	-18.726602930770
-110.00000000000	-19.067284125670
-105.00000000000	-20.163091691073
-100.00000000000	-16.177876070647
-95.000000000000	-17.079256452278
-90.000000000000	-13.595506537793
-85.000000000000	-12.925209932348
-80.000000000000	-10.804034547174
-75.000000000000	-8.9156425099191
-70.000000000000	-7.1571946808745
-65.000000000000	-5.1027854538571
-60.000000000000	-3.7758734139290
-55.000000000000	-2.6024201240136
-50.000000000000	-2.3383930910074
-45.000000000000	-3.2747635838712
-40.000000000000	-5.0899199611257
-35.000000000000	-4.2881976982015
-30.000000000000	1.2025917426954
-25.000000000000	5.9796365032304
-20.000000000000	9.4501863383050
-15.000000000000	11.915703456279
-10.000000000000	13.549029327812
-5.0000000000000	14.440304490923
0.0000000000000	14.645679677515
5.0000000000000	14.209078732934
10.000000000000	13.179865387825
15.000000000000	11.638647206707
20.000000000000	9.7363083694876
25.000000000000	7.7270328764881
30.000000000000	5.9010037414707
35.000000000000	4.3883827886584
40.000000000000	3.1666513106730
45.000000000000	2.1181552157367
50.000000000000	0.79414339106757
55.000000000000	-0.95767040372672
60.000000000000	-2.4153419419241
65.000000000000	-3.8927957263176
70.000000000000	-5.7263464466748
75.000000000000	-6.4201497313843
80.000000000000	-7.4642213420133
85.000000000000	-8.1479635300305
90.000000000000	-7.9609220181570
95.000000000000	-9.3369006751704
100.00000000000	-9.1424609195766
105.00000000000	-10.731855033538
110.00000000000	-12.104241740732
115.00000000000	-11.558401718085
120.00000000000	-13.623422632263
125.00000000000	-9.8078556119269
130.00000000000	-10.091432050687
135.00000000000	-11.040711327021
140.00000000000	-8.6269221370065
145.00000000000	-10.701007680516
150.00000000000	-20.818598430961
155.00000000000	-12.183261911208
160.00000000000	-8.3333710476795
165.00000000000	-7.3208698098366
170.00000000000	-6.4610660587416
175.00000000000	-5.1992860107411
180.00000000000	-4.4946278347593
