#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=23; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=126; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Theta / deg"	"Phi=0.0 Abs (Port1, 5.4 GHz) []"
#-----------------------------------------------
-180.00000000000	-5.9894265902667
-175.00000000000	-6.5498282131731
-170.00000000000	-9.4768044097037
-165.00000000000	-14.307769281081
-160.00000000000	-16.635886629814
-155.00000000000	-21.234820454447
-150.00000000000	-22.776030008207
-145.00000000000	-13.978694177000
-140.00000000000	-16.814657383500
-135.00000000000	-21.638272875540
-130.00000000000	-16.782593489470
-125.00000000000	-35.700768712321
-120.00000000000	-17.851622260855
-115.00000000000	-24.620923107671
-110.00000000000	-15.904236791763
-105.00000000000	-18.772820964452
-100.00000000000	-15.999979298469
-95.000000000000	-17.562990523822
-90.000000000000	-17.164155915399
-85.000000000000	-17.208889215939
-80.000000000000	-17.186395308187
-75.000000000000	-16.203370512056
-70.000000000000	-15.742264066186
-65.000000000000	-12.753604027946
-60.000000000000	-9.1635086222198
-55.000000000000	-5.6439423013949
-50.000000000000	-2.4096873437367
-45.000000000000	-0.14265953410803
-40.000000000000	1.5597680575932
-35.000000000000	2.5233426531921
-30.000000000000	2.7530762105702
-25.000000000000	3.2613692048370
-20.000000000000	5.3816278690461
-15.000000000000	8.4513955143048
-10.000000000000	11.127071129347
-5.0000000000000	12.941400331139
0.0000000000000	13.834690648955
5.0000000000000	13.821842265178
10.000000000000	12.909902591387
15.000000000000	11.086946915373
20.000000000000	8.3557827760685
25.000000000000	4.9557852230803
30.000000000000	2.0330604981349
35.000000000000	1.0078953991901
40.000000000000	0.99459908150070
45.000000000000	0.50595064681227
50.000000000000	-0.91479581858145
55.000000000000	-2.5544268564569
60.000000000000	-4.8937093633448
65.000000000000	-7.9156512184197
70.000000000000	-9.9598960595359
75.000000000000	-12.985151736837
80.000000000000	-13.726220913185
85.000000000000	-14.994108913229
90.000000000000	-14.869507371630
95.000000000000	-14.820038724905
100.00000000000	-14.308097925207
105.00000000000	-14.457160597004
110.00000000000	-14.983121595356
115.00000000000	-16.691935293510
120.00000000000	-17.494846261743
125.00000000000	-18.697240857689
130.00000000000	-14.015930666943
135.00000000000	-14.101752438297
140.00000000000	-12.379911531907
145.00000000000	-11.339471124446
150.00000000000	-22.386462424375
155.00000000000	-14.162648813631
160.00000000000	-10.198554569373
165.00000000000	-12.582331704294
170.00000000000	-12.739813520129
175.00000000000	-7.9533685263846
180.00000000000	-5.9894265902667
