#
#"chamferWidth"	"1(1) [Real Part / GHz]"
#---------------------------------------
20.000000000000	2.9585211917230
22.000000000000	2.9424968218621
24.000000000000	2.9224388834846
26.000000000000	2.8994074537162
#
#"chamferWidth"	"1(2) [Real Part / GHz]"
#---------------------------------------
20.000000000000	3.4498568156433
22.000000000000	3.5472677817911
24.000000000000	3.6554326197209
26.000000000000	3.7772612342351
