#
#"chamferWidth"	"1(1) [Real Part / GHz]"
#---------------------------------------
26.000000000000	3.4168644047378
28.000000000000	3.3925801624908
30.000000000000	3.3658738459113
32.000000000000	3.3364486928991
#
#"chamferWidth"	"1(2) [Real Part / GHz]"
#---------------------------------------
26.000000000000	3.8321324032108
28.000000000000	3.9203568934691
30.000000000000	4.0290995658637
32.000000000000	4.1631177355679
